Format:,1.0,,Num Col:,36,,Alt units:,feet,,Vel units:,feet/sec,,Acc units:,G's,,Dist units:,feet,,,,,,,,,,,,,,,,,,,
Launch Date:,,"Mon Apr 20 2026",,,,,,,Device Type:,,Receiver,,,,,,,Booster Burnout:,,4.63,sec,,Apogee:,,27.2,sec,,,,,,,,,
Flyer's name:,,"",,,,,,,Serial Number:,,Mx220D0633,,,,,,,Stage-2 Ignition:,,NA,sec,,Apogee Deploy:,,27.2,sec,,,,,,,,,
Rocket name:,,"A",,,,,,,Firmware:,,7.10.0.24,,,,,,,Stage-2 Burnout:,,NA,sec,,Main Deploy:,,123.4,sec,,,,,,,,,
Motor:,,"",,,,,,,Gyro Data Available:,,No,,,,,,,Stage-3 Ignition:,,NA,sec,,Touch Down:,,200.0,sec,,,,,,,,,
Launch site:,,"",,,,,,,,,,,,,,,,Stage-3 Burnout:,,NA,sec,,User Defined:,,NA,sec,,,,,,,,,
Comment:,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight,Acc,Acc,Acc,Baro,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,Pyro,Pyro,Pyro,Gyro,Roll,Pitch,Yaw,Roll,Roll,Quat,Quat,Quat,Quat,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,External,External,Real Time,tilt,rate,rate,rate,angle,angle_UW,W,X,Y,Z,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,Input-1,Input-2,Status Bits,degress,deg/sec,deg/sec,deg/sec,degrees,degress,unitless,unitless,unitless,unitless,feet,dBm
230.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,34.20,74205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
230.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,34.60,74240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
231.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,34.80,74265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
231.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,35.00,74285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
231.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,35.20,74305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
232.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,35.60,74345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
232.20,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,35.80,74365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
232.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,36.00,74385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
232.55,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,36.20,74400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
233.00,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,36.60,74445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
233.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,36.80,74465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
233.40,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,37.00,74485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
233.60,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,37.20,74505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
234.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,37.60,74545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
234.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,37.80,74565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
234.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,6,23,32,38.00,74585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
234.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,38.20,74605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
234.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,38.60,74640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
235.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,38.80,74665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
235.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,39.00,74685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
235.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,39.20,74705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
235.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,39.60,74740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
236.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,39.80,74765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
236.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,40.00,74785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
236.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,40.20,74805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
237.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,40.60,74845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
237.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,40.80,74865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
237.40,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,6,23,32,41.00,74885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
237.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,41.20,74900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
238.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,41.60,74945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
238.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,41.80,74965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
238.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,42.00,74985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
238.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,42.20,75005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
239.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,42.60,75045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
239.20,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,42.80,75065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
239.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,43.00,75085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
239.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,43.20,75100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
240.00,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,43.60,75145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
240.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,43.80,75160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
240.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,9,4,23,32,44.00,75180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
240.60,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,9,4,23,32,44.20,75205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
240.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,44.60,75240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
241.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,44.80,75265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
241.40,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,45.00,75285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
241.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,45.20,75300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-40
241.95,-0.957031,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,45.60,75340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
242.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,45.80,75360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
242.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,46.00,75385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
242.60,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,46.20,75405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
243.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,46.60,75445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
243.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,46.80,75460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
243.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,47.00,75480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
243.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,47.20,75505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
243.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,47.60,75540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
244.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,47.80,75565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
244.40,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,48.00,75585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
244.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,48.20,75605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
245.00,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,48.60,75645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
245.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,48.80,75660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
245.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,49.00,75680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-40
245.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,49.20,75700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
245.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,49.60,75740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
246.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,49.80,75765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
246.35,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,50.00,75780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
246.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,50.20,75805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
247.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,50.60,75845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
247.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,50.80,75865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-40
247.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,51.00,75880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
247.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,51.20,75900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
247.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,51.60,75940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
248.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,51.80,75960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
248.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,52.00,75985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
248.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,52.20,76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
248.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,52.60,76040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
249.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,52.80,76060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
249.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,53.00,76080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
249.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,53.20,76100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
249.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,53.60,76140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-40
250.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,53.80,76160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
250.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,54.00,76185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
250.55,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,54.20,76200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
251.00,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,54.60,76245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
251.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,54.80,76260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
251.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,55.00,76280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
251.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,55.20,76300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
251.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,55.60,76340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
252.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,55.80,76360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
252.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,56.00,76380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
252.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,4,23,32,56.20,76400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
253.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,56.60,76445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
253.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,56.80,76460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
253.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,57.00,76480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
253.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,57.20,76505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
253.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,57.60,76540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
254.15,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,57.80,76560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
254.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,58.00,76580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
254.60,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,6,23,32,58.20,76605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
255.00,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,6,23,32,58.60,76645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-40
255.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,6,23,32,58.80,76665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
255.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,10,6,23,32,59.00,76685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
255.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,6,23,32,59.20,76705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
256.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,6,23,32,59.60,76745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
256.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,6,23,32,59.80,76765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
