Format:,1.0,,Num Col:,36,,Alt units:,feet,,Vel units:,feet/sec,,Acc units:,G's,,Dist units:,feet,,,,,,,,,,,,,,,,,,,
Launch Date:,,"Mon Apr 20 2026",,,,,,,Device Type:,,Receiver,,,,,,,Booster Burnout:,,4.63,sec,,Apogee:,,27.2,sec,,,,,,,,,
Flyer's name:,,"",,,,,,,Serial Number:,,Mx220D0633,,,,,,,Stage-2 Ignition:,,NA,sec,,Apogee Deploy:,,27.2,sec,,,,,,,,,
Rocket name:,,"A",,,,,,,Firmware:,,7.10.0.24,,,,,,,Stage-2 Burnout:,,NA,sec,,Main Deploy:,,123.4,sec,,,,,,,,,
Motor:,,"",,,,,,,Gyro Data Available:,,No,,,,,,,Stage-3 Ignition:,,NA,sec,,Touch Down:,,200.0,sec,,,,,,,,,
Launch site:,,"",,,,,,,,,,,,,,,,Stage-3 Burnout:,,NA,sec,,User Defined:,,NA,sec,,,,,,,,,
Comment:,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight,Acc,Acc,Acc,Baro,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,Pyro,Pyro,Pyro,Gyro,Roll,Pitch,Yaw,Roll,Roll,Quat,Quat,Quat,Quat,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,External,External,Real Time,tilt,rate,rate,rate,angle,angle_UW,W,X,Y,Z,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,Input-1,Input-2,Status Bits,degress,deg/sec,deg/sec,deg/sec,degrees,degress,unitless,unitless,unitless,unitless,feet,dBm
10.00,-1.656250,663.00,7084.00,NA,6999.00,7445.00,668.15,0.614,652.00,146.00,15,12.62,40.81280000,-73.96098167,14,6,23,28,53.60,52145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7137,-41
10.20,-1.625000,653.00,7216.00,NA,7128.00,7574.00,658.17,0.605,642.00,145.00,15,12.73,40.81287667,-73.96095333,14,6,23,28,53.80,52165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7269,-41
10.40,-1.609375,643.00,7345.00,NA,7256.00,7702.00,648.42,0.597,632.00,145.00,15,12.92,40.81295333,-73.96092667,14,6,23,28,54.00,52185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7401,-41
10.60,-1.589844,632.00,7473.00,NA,7381.00,7827.00,638.45,0.588,622.00,144.00,15,13.03,40.81303000,-73.96090000,14,6,23,28,54.20,52205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7529,-41
11.00,-1.542969,612.00,7722.00,NA,7626.00,8072.00,618.52,0.570,602.00,142.00,15,13.27,40.81318167,-73.96084667,14,6,23,28,54.60,52245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7780,-41
11.20,-1.511719,602.00,7843.00,NA,7745.00,8191.00,608.56,0.561,592.00,141.00,15,13.40,40.81325667,-73.96082000,14,6,23,28,54.80,52265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7903,-41
11.40,-1.492188,593.00,7963.00,NA,7863.00,8309.00,598.60,0.552,582.00,140.00,15,13.53,40.81333000,-73.96079333,14,6,23,28,55.00,52285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8024,-41
11.60,-1.492188,583.00,8081.00,NA,7978.00,8424.00,589.86,0.544,573.00,140.00,15,13.73,40.81340500,-73.96076667,14,6,23,28,55.20,52305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8142,-41
12.00,-1.460938,564.00,8310.00,NA,8204.00,8650.00,570.93,0.527,554.00,138.00,15,13.99,40.81355167,-73.96071500,14,6,23,28,55.60,52345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8375,-41
12.20,-1.445312,555.00,8422.00,NA,8314.00,8760.00,562.20,0.519,545.00,138.00,15,14.21,40.81362500,-73.96068833,14,6,23,28,55.80,52365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8488,-41
12.40,-1.410156,546.00,8533.00,NA,8422.00,8868.00,552.26,0.510,535.00,137.00,15,14.36,40.81369667,-73.96066333,14,6,23,28,56.00,52385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8599,-40
12.60,-1.410156,537.00,8641.00,NA,8528.00,8974.00,543.30,0.502,526.00,136.00,15,14.50,40.81377000,-73.96063667,14,6,23,28,56.20,52405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8709,-41
13.00,-1.363281,519.00,8852.00,NA,8735.00,9181.00,526.60,0.487,509.00,135.00,15,14.85,40.81391333,-73.96058667,14,6,23,28,56.60,52445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8922,-41
13.20,-1.363281,510.00,8955.00,NA,8836.00,9282.00,517.64,0.479,500.00,134.00,15,15.00,40.81398333,-73.96056167,14,6,23,28,56.80,52465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9027,-41
13.40,-1.378906,501.00,9057.00,NA,8935.00,9381.00,508.96,0.471,491.00,134.00,15,15.26,40.81405500,-73.96053667,14,6,23,28,57.00,52485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9129,-41
13.60,-1.347656,493.00,9156.00,NA,9033.00,9479.00,500.98,0.464,483.00,133.00,15,15.40,40.81412500,-73.96051167,14,6,23,28,57.20,52505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9230,-41
14.00,-1.312500,476.00,9350.00,NA,9223.00,9669.00,484.33,0.449,466.00,132.00,15,15.82,40.81426500,-73.96046167,14,6,23,28,57.60,52545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9427,-41
14.20,-1.312500,467.00,9444.00,NA,9315.00,9761.00,475.41,0.441,457.00,131.00,15,16.00,40.81433500,-73.96043667,14,6,23,28,57.80,52565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9523,-45
14.40,-1.281250,459.00,9537.00,NA,9406.00,9852.00,467.72,0.434,449.00,131.00,15,16.27,40.81440500,-73.96041167,14,6,23,28,58.00,52585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9617,-41
14.60,-1.281250,451.00,9628.00,NA,9495.00,9941.00,459.76,0.427,441.00,130.00,15,16.42,40.81447333,-73.96038833,14,6,23,28,58.20,52605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9710,-41
15.00,-1.281250,434.00,9805.00,NA,9668.00,10114.00,444.15,0.412,425.00,129.00,15,16.88,40.81461167,-73.96033833,14,6,23,28,58.60,52645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9890,-41
15.20,-1.234375,426.00,9891.00,NA,9752.00,10198.00,436.50,0.405,417.00,129.00,15,17.19,40.81468000,-73.96031500,14,6,23,28,58.80,52665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9978,-41
15.40,-1.250000,418.00,9976.00,NA,9835.00,10281.00,428.56,0.398,409.00,128.00,15,17.38,40.81474667,-73.96029000,14,6,23,28,59.00,52685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10064,-41
15.60,-1.234375,410.00,10059.00,NA,9916.00,10362.00,420.93,0.391,401.00,128.00,15,17.70,40.81481500,-73.96026667,14,6,23,28,59.20,52705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10149,-41
16.00,-1.214844,395.00,10220.00,NA,10073.00,10519.00,405.41,0.377,385.00,127.00,15,18.26,40.81495000,-73.96021833,14,6,23,28,59.60,52745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10313,-41
16.20,-1.214844,387.00,10298.00,NA,10149.00,10595.00,397.82,0.370,377.00,127.00,15,18.62,40.81501667,-73.96019500,14,6,23,28,59.80,52765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10393,-41
16.40,-1.199219,379.00,10375.00,NA,10224.00,10670.00,390.87,0.364,370.00,126.00,15,18.81,40.81508333,-73.96017167,14,6,23,29,0.00,52785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10472,-41
16.60,-1.214844,371.00,10450.00,NA,10297.00,10743.00,383.30,0.357,362.00,126.00,15,19.19,40.81515000,-73.96014833,14,6,23,29,0.20,52805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10548,-41
17.00,-1.183594,356.00,10596.00,NA,10439.00,10885.00,368.83,0.343,347.00,125.00,15,19.81,40.81528333,-73.96010000,14,6,23,29,0.60,52845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10698,-41
17.20,-1.167969,349.00,10667.00,NA,10508.00,10954.00,361.31,0.337,339.00,125.00,15,20.24,40.81535000,-73.96007667,14,6,23,29,0.80,52865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10771,-41
17.40,-1.152344,341.00,10736.00,NA,10575.00,11021.00,354.40,0.330,332.00,124.00,15,20.48,40.81541500,-73.96005333,14,6,23,29,1.00,52885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10842,-41
17.60,-1.167969,334.00,10803.00,NA,10641.00,11087.00,347.85,0.324,325.00,124.00,15,20.88,40.81548000,-73.96003000,14,6,23,29,1.20,52905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10911,-41
18.00,-1.152344,319.00,10934.00,NA,10768.00,11214.00,333.51,0.311,310.00,123.00,15,21.64,40.81561167,-73.95998500,14,6,23,29,1.60,52945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11046,-41
18.20,-1.152344,312.00,10997.00,NA,10830.00,11276.00,327.01,0.305,303.00,123.00,15,22.09,40.81567667,-73.95996167,15,6,23,29,1.80,52965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11112,-41
18.40,-1.132812,305.00,11059.00,NA,10889.00,11335.00,319.23,0.298,295.00,122.00,15,22.47,40.81574167,-73.95993833,15,6,23,29,2.00,52985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11175,-41
18.60,-1.132812,297.00,11119.00,NA,10948.00,11394.00,312.77,0.292,288.00,122.00,15,22.96,40.81580667,-73.95991500,15,6,23,29,2.20,53005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11238,-41
19.00,-1.101562,283.00,11236.00,NA,11060.00,11506.00,299.93,0.280,274.00,122.00,15,24.00,40.81593500,-73.95987000,15,6,23,29,2.60,53045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11358,-41
19.20,-1.101562,276.00,11292.00,NA,11115.00,11561.00,293.14,0.274,267.00,121.00,15,24.38,40.81599833,-73.95984667,15,6,23,29,2.80,53065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11417,-41
19.40,-1.101562,269.00,11346.00,NA,11167.00,11613.00,286.78,0.268,260.00,121.00,15,24.96,40.81606333,-73.95982333,14,6,23,29,3.00,53085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11474,-41
19.60,-1.085938,262.00,11400.00,NA,11219.00,11665.00,280.45,0.262,253.00,121.00,15,25.56,40.81612667,-73.95980167,14,6,23,29,3.20,53105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11530,-41
20.00,-1.085938,248.00,11502.00,NA,11317.00,11763.00,267.43,0.250,239.00,120.00,15,26.66,40.81625500,-73.95975667,13,6,23,29,3.60,53145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11636,-41
20.20,-1.085938,241.00,11551.00,NA,11364.00,11810.00,261.20,0.244,232.00,120.00,15,27.35,40.81631833,-73.95973333,13,6,23,29,3.80,53165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11688,-41
20.40,-1.085938,234.00,11598.00,NA,11410.00,11856.00,255.00,0.238,225.00,120.00,15,28.07,40.81638167,-73.95971167,13,6,23,29,4.00,53185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11738,-41
20.60,-1.070312,227.00,11644.00,NA,11455.00,11901.00,248.36,0.232,218.00,119.00,15,28.63,40.81644500,-73.95968833,13,6,23,29,4.20,53205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11787,-41
21.00,-1.054688,213.00,11733.00,NA,11539.00,11985.00,236.17,0.221,204.00,119.00,15,30.26,40.81657000,-73.95964333,13,6,23,29,4.60,53245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11880,-47
21.20,-1.054688,206.00,11775.00,NA,11579.00,12025.00,231.01,0.216,198.00,119.00,15,31.01,40.81663333,-73.95962167,13,6,23,29,4.80,53265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11925,-41
21.40,-1.070312,200.00,11815.00,NA,11618.00,12064.00,225.04,0.210,191.00,119.00,15,31.92,40.81669667,-73.95960000,13,6,23,29,5.00,53285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11968,-41
21.60,-1.035156,193.00,11855.00,NA,11656.00,12102.00,218.59,0.204,184.00,118.00,15,32.67,40.81675833,-73.95957667,13,6,23,29,5.20,53305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12011,-41
22.00,-1.035156,179.00,11929.00,NA,11727.00,12173.00,207.76,0.194,171.00,118.00,15,34.61,40.81688333,-73.95953333,13,6,23,29,5.60,53345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12091,-41
22.20,-1.035156,173.00,11965.00,NA,11761.00,12207.00,202.04,0.189,164.00,118.00,15,35.74,40.81694667,-73.95951000,13,6,23,29,5.80,53365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12130,-41
22.40,-1.054688,166.00,11999.00,NA,11793.00,12239.00,196.40,0.184,157.00,118.00,15,36.93,40.81700833,-73.95948833,13,6,23,29,6.00,53385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12167,-41
22.60,-1.035156,159.00,12031.00,NA,11824.00,12270.00,190.23,0.178,150.00,117.00,15,37.95,40.81707000,-73.95946667,13,6,23,29,6.20,53405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12203,-41
23.00,-1.035156,146.00,12092.00,NA,11881.00,12327.00,180.16,0.169,137.00,117.00,15,40.50,40.81719500,-73.95942333,14,6,23,29,6.60,53445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12270,-41
23.20,-1.019531,139.00,12121.00,NA,11908.00,12354.00,175.64,0.164,131.00,117.00,15,41.77,40.81725667,-73.95940167,14,6,23,29,6.80,53465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12302,-41
23.40,-1.019531,133.00,12148.00,NA,11934.00,12380.00,170.48,0.160,124.00,117.00,15,43.34,40.81731833,-73.95937833,14,6,23,29,7.00,53485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12333,-41
23.60,-1.003906,126.00,12174.00,NA,11958.00,12404.00,165.46,0.155,117.00,117.00,15,45.00,40.81738000,-73.95935667,14,6,23,29,7.20,53505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12362,-41
24.00,-1.019531,113.00,12222.00,NA,12002.00,12448.00,155.79,0.146,104.00,116.00,15,48.12,40.81750333,-73.95931333,14,6,23,29,7.60,53545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12417,-41
24.20,-1.035156,106.00,12244.00,NA,12023.00,12469.00,151.86,0.142,98.00,116.00,15,49.81,40.81756333,-73.95929167,14,6,23,29,7.80,53565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12443,-41
24.40,-1.003906,100.00,12265.00,NA,12041.00,12487.00,147.43,0.138,91.00,116.00,15,51.89,40.81762500,-73.95927000,14,6,23,29,8.00,53585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12466,-41
24.60,-1.019531,93.00,12284.00,NA,12059.00,12505.00,143.81,0.135,85.00,116.00,15,53.77,40.81768667,-73.95924833,15,6,23,29,8.20,53605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12490,-41
25.00,-1.019531,80.00,12319.00,NA,12091.00,12537.00,136.00,0.127,71.00,116.00,15,58.53,40.81780833,-73.95920500,14,6,23,29,8.60,53645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12532,-41
25.20,-1.019531,73.00,12334.00,NA,12104.00,12550.00,132.10,0.124,65.00,115.00,15,60.52,40.81787000,-73.95918333,15,6,23,29,8.80,53665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12551,-41
25.40,-1.019531,67.00,12348.00,NA,12117.00,12563.00,128.80,0.121,58.00,115.00,15,63.24,40.81793167,-73.95916167,15,6,23,29,9.00,53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12570,-41
25.60,-1.003906,60.00,12361.00,NA,12128.00,12574.00,126.21,0.118,52.00,115.00,15,65.67,40.81799167,-73.95914000,15,6,23,29,9.20,53705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12587,-41
26.00,-1.003906,47.00,12383.00,NA,12146.00,12592.00,121.43,0.114,39.00,115.00,15,71.27,40.81811333,-73.95909667,15,6,23,29,9.60,53745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12616,-41
26.20,-1.019531,41.00,12392.00,NA,12153.00,12599.00,119.64,0.112,33.00,115.00,15,73.99,40.81817500,-73.95907500,15,6,23,29,9.80,53765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12629,-41
26.40,-1.003906,34.00,12400.00,NA,12159.00,12605.00,117.90,0.111,26.00,115.00,15,77.26,40.81823500,-73.95905333,15,6,23,29,10.00,53785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12641,-41
26.60,-1.019531,28.00,12406.00,NA,12164.00,12610.00,116.73,0.109,20.00,115.00,15,80.13,40.81829667,-73.95903167,15,6,23,29,10.20,53805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12653,-41
27.00,-1.019531,15.00,12415.00,NA,12169.00,12615.00,114.21,0.107,7.00,114.00,15,86.49,40.81841667,-73.95898833,14,6,23,29,10.60,53845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12670,-41
27.20,-1.003906,8.00,12417.00,NA,12170.00,12616.00,114.00,0.107,0.00,114.00,15,90.00,40.81847833,-73.95896833,14,6,23,29,10.80,53865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12677,-41
27.40,-1.019531,5.00,12419.00,NA,12170.00,12616.00,59.30,0.056,-6.00,59.00,278,95.81,40.81849000,-73.95900000,14,6,23,29,11.00,53885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12678,-41
27.60,-1.003906,-2.00,12419.00,NA,12168.00,12614.00,60.42,0.057,-13.00,59.00,278,102.43,40.81849500,-73.95904333,14,6,23,29,11.20,53905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12676,-41
28.00,-0.988281,0.00,12419.00,NA,12161.00,12607.00,64.08,0.060,-25.00,59.00,278,112.96,40.81850333,-73.95912667,15,6,23,29,11.60,53945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12668,-41
28.20,-1.003906,0.00,12419.00,NA,12155.00,12601.00,66.65,0.062,-31.00,59.00,278,117.72,40.81850833,-73.95917000,15,6,23,29,11.80,53965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12662,-41
28.40,-1.003906,0.00,12419.00,NA,12148.00,12594.00,69.64,0.065,-37.00,59.00,278,122.09,40.81851333,-73.95921167,15,6,23,29,12.00,53985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12655,-41
28.60,-1.003906,0.00,12419.00,NA,12140.00,12586.00,73.01,0.068,-43.00,59.00,278,126.09,40.81851833,-73.95925500,15,6,23,29,12.20,54005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12647,-41
29.00,-0.972656,0.00,12419.00,NA,12121.00,12567.00,79.98,0.075,-54.00,59.00,278,132.47,40.81852667,-73.95933833,15,6,23,29,12.60,54045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12628,-41
29.20,-0.988281,0.00,12419.00,NA,12110.00,12556.00,83.44,0.078,-59.00,59.00,278,135.00,40.81853167,-73.95938167,15,6,23,29,12.80,54065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12617,-41
29.40,-1.019531,0.00,12419.00,NA,12098.00,12544.00,86.31,0.081,-63.00,59.00,278,136.88,40.81853500,-73.95942333,15,6,23,29,13.00,54085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12605,-41
29.60,-1.003906,0.00,12419.00,NA,12085.00,12531.00,90.03,0.084,-68.00,59.00,278,139.05,40.81854000,-73.95946667,15,6,23,29,13.20,54105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12593,-41
30.00,-1.003906,0.00,12419.00,NA,12056.00,12502.00,96.21,0.090,-76.00,59.00,278,142.18,40.81854833,-73.95955000,15,6,23,29,13.60,54145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12564,-41
30.20,-0.988281,0.00,12419.00,NA,12041.00,12487.00,99.40,0.093,-80.00,59.00,278,143.59,40.81855333,-73.95959333,15,6,23,29,13.80,54165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12550,-41
30.40,-1.019531,0.00,12419.00,NA,12025.00,12471.00,101.83,0.095,-83.00,59.00,278,144.59,40.81855833,-73.95963500,15,6,23,29,14.00,54185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12534,-41
30.60,-0.988281,0.00,12419.00,NA,12008.00,12454.00,104.29,0.098,-86.00,59.00,278,145.55,40.81856333,-73.95967833,15,6,23,29,14.20,54205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12518,-41
31.00,-1.019531,0.00,12419.00,NA,11973.00,12419.00,109.29,0.102,-92.00,59.00,278,147.33,40.81857167,-73.95976333,15,6,23,29,14.60,54245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12484,-41
31.20,-1.003906,0.00,12419.00,NA,11954.00,12400.00,110.98,0.104,-94.00,59.00,278,147.89,40.81857667,-73.95980500,15,6,23,29,14.80,54265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12465,-41
31.40,-0.988281,0.00,12419.00,NA,11935.00,12381.00,112.68,0.106,-96.00,59.00,278,148.43,40.81858000,-73.95984667,15,6,23,29,15.00,54285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12447,-41
31.60,-1.003906,0.00,12419.00,NA,11916.00,12362.00,114.39,0.107,-98.00,59.00,278,148.95,40.81858500,-73.95989000,15,6,23,29,15.20,54305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12429,-41
32.00,-1.003906,0.00,12419.00,NA,11876.00,12322.00,117.83,0.110,-102.00,59.00,278,149.95,40.81859333,-73.95997500,15,6,23,29,15.60,54345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12390,-41
32.20,-1.003906,0.00,12419.00,NA,11855.00,12301.00,118.70,0.111,-103.00,59.00,278,150.20,40.81859833,-73.96001667,15,6,23,29,15.80,54365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12370,-41
32.40,-0.988281,0.00,12419.00,NA,11835.00,12281.00,120.44,0.113,-105.00,59.00,278,150.67,40.81860333,-73.96005833,15,6,23,29,16.00,54385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12350,-41
32.60,-1.019531,0.00,12419.00,NA,11814.00,12260.00,121.31,0.114,-106.00,59.00,278,150.90,40.81860833,-73.96010167,15,6,23,29,16.20,54405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12330,-41
33.00,-1.019531,0.00,12419.00,NA,11771.00,12217.00,123.07,0.115,-108.00,59.00,278,151.35,40.81861667,-73.96018667,15,6,23,29,16.60,54445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12289,-41
33.20,-0.988281,0.00,12419.00,NA,11750.00,12196.00,123.94,0.116,-109.00,59.00,278,151.57,40.81862167,-73.96022833,15,6,23,29,16.80,54465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12269,-41
33.40,-1.003906,0.00,12419.00,NA,11728.00,12174.00,124.82,0.117,-110.00,59.00,278,151.79,40.81862500,-73.96027000,15,6,23,29,17.00,54485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12248,-41
33.60,-1.003906,0.00,12419.00,NA,11706.00,12152.00,125.71,0.118,-111.00,59.00,278,152.01,40.81863000,-73.96031333,15,6,23,29,17.20,54505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12226,-41
34.00,-0.988281,0.00,12419.00,NA,11662.00,12108.00,126.59,0.118,-112.00,59.00,278,152.22,40.81863833,-73.96039833,15,6,23,29,17.60,54545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12184,-41
34.20,-1.003906,0.00,12419.00,NA,11639.00,12085.00,126.59,0.118,-112.00,59.00,278,152.22,40.81864333,-73.96044000,15,6,23,29,17.80,54565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12162,-41
34.40,-1.003906,0.00,12419.00,NA,11617.00,12063.00,127.48,0.119,-113.00,59.00,278,152.43,40.81864833,-73.96048167,15,6,23,29,18.00,54585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12141,-41
34.60,-1.003906,0.00,12419.00,NA,11594.00,12040.00,127.48,0.119,-113.00,59.00,278,152.43,40.81865333,-73.96052500,15,6,23,29,18.20,54605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12119,-41
35.00,-1.003906,0.00,12419.00,NA,11549.00,11995.00,128.36,0.120,-114.00,59.00,278,152.64,40.81866167,-73.96061000,15,6,23,29,18.60,54645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12076,-41
35.20,-1.003906,0.00,12419.00,NA,11526.00,11972.00,128.36,0.120,-114.00,59.00,278,152.64,40.81866667,-73.96065167,15,6,23,29,18.80,54665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12054,-41
